pmcid,title,doi,license,journal,n_sections,n_chars
PMC12990504,Artificial intelligence in the diagnosis and prognosis of ocular trauma: a systematic review,10.1186/s12886-026-04688-x,CC BY 4.0,BMC Ophthalmology,17,31362
PMC12988670,Archetypes of Binocular Visual Field Loss and Their Impact on Vision-Related Quality of Life in Glaucoma Patients,10.1167/iovs.67.3.28,CC BY 4.0,Investigative Ophthalmology & Visual Science,8,25707
PMC12988679,Characterizing a Unique Retinal Phenotype in INTS11-Associated Neurodevelopmental Disorder,10.1167/iovs.67.3.21,CC BY 4.0,Investigative Ophthalmology & Visual Science,7,20592
PMC12988697,"Common and Distinct Features in Serum Proteomic Profiles in Keratoconus, Post-Laser Vision Correction Ectasia, and Pellucid Marginal Degeneration",10.1167/iovs.67.3.23,CC BY 4.0,Investigative Ophthalmology & Visual Science,15,35328
PMC12988678,Wavelet-Based Pattern ERG Biomarkers Outperform Temporal Amplitude Measures for Functional Stratification in Optic Nerve Disease,10.1167/tvst.15.3.13,CC BY 4.0,Translational Vision Science & Technology,15,33211
PMC12988689,Chitosan-Coated Silver–Vancomycin Nanoparticles for Treatment of Bacterial Endophthalmitis,10.1167/iovs.67.3.20,CC BY 4.0,Investigative Ophthalmology & Visual Science,19,32576
PMC12988682,Larger Real-World OCT Reference Database Improves Accuracy of Glaucoma Flagging Using Summary Metrics,10.1167/tvst.15.3.6,CC BY 4.0,Translational Vision Science & Technology,27,36228
PMC12988673,A Droplet Evaporimeter for Evaluating Eye Care Formulations,10.1167/tvst.15.3.7,CC BY 4.0,Translational Vision Science & Technology,9,24649
PMC12988677,Pro-Homeostatic Effects of Estrogen on Intraocular Pressure and the Trabecular Meshwork,10.1167/iovs.67.3.16,CC BY 4.0,Investigative Ophthalmology & Visual Science,18,27159
PMC12988688,The In Vitro Antibacterial Effects of Genipin Against Pathogens Commonly Associated With Infected Ulcerative Keratitis: A Canine Preliminary Study,10.1167/iovs.67.3.18,CC BY 4.0,Investigative Ophthalmology & Visual Science,15,20483
PMC12983887,Association between fusion visual function deficits and myopia in school-aged children: an analysis based on competitive binocular vision screening,10.1186/s12886-026-04660-9,CC BY 4.0,BMC Ophthalmology,15,22841
PMC12977651,Ocular features in sepsis - a scoping review,10.1186/s12886-026-04647-6,CC BY 4.0,BMC Ophthalmology,27,29612
PMC12972981,Influence of Social Determinants of Health on Presenting Visual Acuity in Retinal Vein Occlusions,10.1016/j.xops.2026.101089,CC BY 4.0,Ophthalmology Science,9,14647
PMC12974536,"Plasma Proteomic Dynamics Preceding Glaucoma Reveal a 15-Year Pre-Diagnostic Window: Causal Insights and Predictive Utility in 45,850 Participants",10.1167/iovs.67.3.14,CC BY 4.0,Investigative Ophthalmology & Visual Science,28,39305
PMC12969096,Evolution of Oculomics: From Naked Eye Observations to Artificial Intelligence over 100 Years,10.1016/j.xops.2026.101079,CC BY 4.0,Ophthalmology Science,7,21963
PMC12967117,Myogenic Differentiation (MyoD) Gene Expression in Cornea and Role in Corneal Myofibroblast Dedifferentiation,10.1167/iovs.67.3.7,CC BY 4.0,Investigative Ophthalmology & Visual Science,18,34599
PMC12967130,Mathematical Modeling of Human Retinal Vascular Pattern Around the Foveal Avascular Zone,10.1167/tvst.15.3.1,CC BY 4.0,Translational Vision Science & Technology,31,52642
PMC12967111,Classical Proprioceptors and Palisade Endings Have Distinct Molecular Profiles in Pig Eye Muscles,10.1167/iovs.67.3.1,CC BY 4.0,Investigative Ophthalmology & Visual Science,13,19947
PMC12966243,A novel modified flapless surgical technique for sutureless scleral fixation of FIL SSF intraocular lens: a prospective study,10.1007/s00417-025-07055-6,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,15,26079
PMC12966182,Treatment of post-vaccination optic neuritis: implications from the global SARS-CoV-2 vaccination effort,10.1007/s00417-025-06805-w,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,17,31741
PMC12966242,Increased aqueous flare after intravitreal brolucizumab injections compared to aflibercept in neovascular age-related macular degeneration,10.1007/s00417-025-07047-6,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,20,20714
PMC12961880,Short-term real-world outcomes of switching to faricimab in anti-VEGF-refractory retinal vein occlusion: a prospective study,10.1186/s12886-026-04695-y,CC BY 4.0,BMC Ophthalmology,11,22582
PMC12957440,Inherited retinal disorders in Scotland: A 5 year assessment,10.1038/s41433-025-04216-z,CC BY 4.0,Eye,11,18301
PMC12957306,Association between eye disorders and the development of ADHD/ADD: a nationwide retrospective cohort study,10.1038/s41433-025-04227-w,CC BY 4.0,Eye,14,18477
PMC12957344,Modernising patient education in vitreoretinal surgery,10.1038/s41433-025-04206-1,CC BY 4.0,Eye,6,6084
PMC12957360,Horizon scanning from panel discussions at the EUGOGO Global TED Forum 2025 London,10.1038/s41433-025-04197-z,CC BY 4.0,Eye,13,8419
PMC12957448,Drugs with meibomian gland expression alone versus combined with intense pulsed light in ocular rosacea: a randomised controlled study,10.1038/s41433-025-04193-3,CC BY 4.0,Eye,16,23112
PMC12957439,Surgical capacity in ophthalmology: the unmet need for sustainable solutions,10.1038/s41433-025-04153-x,CC BY 4.0,Eye,50,56800
PMC12955161,Twelve-Month Outcomes Using Aflibercept 8 mg in Treatment-Naïve and Pretreated Diabetic Macular Edema: A Swiss Retina Research Network Report,10.1016/j.xops.2026.101087,CC BY 4.0,Ophthalmology Science,7,24793
PMC12955275,"Adalimumab in the management of refractory idiopathic retinal vasculitis, aneurysms, and neuroretinitis (IRVAN) syndrome: a case report and literature review",10.1186/s12886-026-04692-1,CC BY 4.0,BMC Ophthalmology,6,19580
PMC12949477,A Structure–Function Dataset With Known Rates of Glaucomatous Progression,10.1167/tvst.15.2.28,CC BY 4.0,Translational Vision Science & Technology,13,19907
PMC12947086,"Effect of the Support, Educate, Empower Personalized Glaucoma Coaching Program on Medication Adherence",10.1001/jamaophthalmol.2026.0001,CC BY 4.0,JAMA Ophthalmology,8,22224
PMC12934525,Macrophages From Latently Infected Mice Have Trained Immunity to HSV-1,10.1167/iovs.67.2.49,CC BY 4.0,Investigative Ophthalmology & Visual Science,16,28335
PMC12934531,YBX1 Modulated Corneal Neovascularization Induced by Alkali Burn via m5C-Dependent Regulation of the STAT3/HIF-1α/VEGFA Axis,10.1167/iovs.67.2.42,CC BY 4.0,Investigative Ophthalmology & Visual Science,36,36149
PMC12927221,Congenital orbital teratoma presenting as a fungating keratinized mass in a resource-limited setting: a case report,10.1186/s12886-026-04685-0,CC BY 4.0,BMC Ophthalmology,5,9657
PMC12927425,Clinician-Led Code-Free Deep Learning for Detecting Papilledema and Pseudopapilledema Using Optic Disc Imaging,10.1167/tvst.15.2.25,CC BY 4.0,Translational Vision Science & Technology,10,19282
PMC12924145,In-Depth Analysis of the Intravitreal Biocompatibility of Polyethylene Glycol of Different Molecular Weight in an In Vivo Porcine Model,10.1167/iovs.67.2.37,CC BY 4.0,Investigative Ophthalmology & Visual Science,14,21172
PMC12924141,Tobacco-Attributable Age-Related Macular Degeneration Vision Impairment in Japan: A National and Prefecture-Level Analysis From 1990 to 2040,10.1167/tvst.15.2.23,CC BY 4.0,Translational Vision Science & Technology,13,28814
PMC12923400,Automated measurement of macular neovascularization lesion size in nAMD using AI segmentation,10.1007/s00417-025-07007-0,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,10,21504
PMC12923473,Update on pellucid marginal degeneration,10.1007/s00417-025-07022-1,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,20,24930
PMC12923397,Hard exudates in diabetic macular edema after intravitreal anti-VEGF therapy: a post-hoc analysis of the DRCR protocol T trial,10.1007/s00417-025-07015-0,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,13,27666
PMC12923396,Microcystic macular edema in eyes with idiopathic epiretinal gliosis: A retrospective analysis before and after vitreomacular surgery,10.1007/s00417-025-07006-1,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,12,33666
PMC12923482,Cataract surgery in eyes with adult-onset foveomacular-vitelliform dystrophy,10.1007/s00417-025-07018-x,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,13,17947
PMC12923497,Travel-associated emissions of intravitreal injections,10.1007/s00417-025-06963-x,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,8,19664
PMC12922713,Clinical and Molecular Characteristics of Foveal Sparing Phenotype in Chinese Patients With Inherited Retinal Diseases,10.1167/tvst.15.2.18,CC BY 4.0,Translational Vision Science & Technology,10,25362
PMC12922709,Uncertainty-Aware Training for Ophthalmic Segmentation Using MedSAM,10.1167/tvst.15.2.19,CC BY 4.0,Translational Vision Science & Technology,19,25538
PMC12919258,Evolving Consultation: Enhancing Ophthalmic Diagnostic Performance Using Large Language Model,10.1016/j.xops.2025.101004,CC BY 4.0,Ophthalmology Science,12,29446
PMC12919269,Results from a Phase I Extension Study of Ciliary Neurotrophic Factor in Patients with Macular Telangiectasia Type 2,10.1016/j.xops.2025.101009,CC BY 4.0,Ophthalmology Science,8,19884
PMC12914202,Visual Field Estimation in X-Linked Retinitis Pigmentosa Associated with Retinitis Pigmentosa GTPase Regulator (RPGR) from Image Analysis Using Artificial Intelligence,10.1016/j.xops.2025.101033,CC BY 4.0,Ophthalmology Science,13,16749
PMC12911401,Analysis of factors associated with axial length development in patients with unilateral congenital cataract,10.1186/s12886-026-04614-1,CC BY 4.0,BMC Ophthalmology,12,19459
PMC12911414,"A novel scoring system tailored for rabbit models of endotoxin-induced uveitis: feasible, sensitive, and reproducible",10.1186/s12886-026-04611-4,CC BY 4.0,BMC Ophthalmology,14,19935
PMC12911298,Evaluation of aflibercept treatment outcomes using optical coherence tomography angiography in macular telangiectasia type 1,10.1186/s12886-026-04634-x,CC BY 4.0,BMC Ophthalmology,7,13262
PMC12911562,Epidemiology of pathologic myopia in UK adults with high myopia,10.1136/bjo-2024-326889,CC BY 4.0,The British Journal of Ophthalmology,12,24985
PMC12907079,Association of High-Density Lipoprotein Cholesterol with Macular Structure in Nonglaucomatous Individuals,10.1016/j.xops.2026.101073,CC BY 4.0,Ophthalmology Science,12,24758
PMC12907106,Discrepancies between Fundus Photography and Multimodal Imaging in Mapping of Choroidal Tumor Borders,10.1016/j.xops.2025.101057,CC BY 4.0,Ophthalmology Science,13,20923
PMC12907646,Predicting Variability and Reliability in Visual Field Testing: Short- and Long-Term Approaches,10.1016/j.xops.2026.101065,CC BY 4.0,Ophthalmology Science,20,33099
PMC12906528,Refining mini-monovision with monofocal plus intraocular lenses,10.1007/s00417-025-07013-2,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,15,24077
PMC12906560,Active-fluidics versus gravity-fluidics in uncomplicated cataract surgery: using optical coherence tomography angiography to estimate early changes in macular and optic disc microcirculation,10.1007/s00417-025-06939-x,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,9,16756
PMC12906522,Management of fibrosis in neovascular age-related macular degeneration,10.1007/s00417-025-06890-x,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,19,39798
PMC12906520,Retinal microstructual and microvascular changes in mucopolysaccharidoses,10.1007/s00417-025-06954-y,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,9,25116
PMC12906574,Reduced ocular perfusion after intravitreal Aflibercept and faricimab: an exploratory study for Tie2 receptor distribution in ophthalmic capillaries,10.1007/s00417-025-06993-5,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,9,18582
PMC12906580,Evaluation of choriocapillaris perfusion changes in chronic central serous chorioretinopathy following Half-Dose photodynamic therapy,10.1007/s00417-025-06957-9,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,12,17259
PMC12906558,"Longitudinal analysis of XEN45 gel stent bleb morphology using bleb grading scales, anterior segment-OCT, in vivo confocal microscopy, and impression cytology",10.1007/s00417-025-06952-0,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,22,34459
